content,score
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu 🤙🤙🤙🤙,5
Sangat membantu,5
Aplikasi sangat bermanfaat,5
Sangat membantu,5
Sangat membantu,5
Bagus dan Baik,4
Sangat membantu👍,5
suka bgt sama aplikasi ini❤️❤️❤️,5
Worth it banget ni aplikasi,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
"Bintang 2 ,,Score: 8 ttg rek bkuetooth dn Apk VC's solusi Anda ygn bermasalah .mabafenrnTeller dn Admin, Audit bank Dompet Digytals,, okay ,urgent ttk",2
detail untuk pencatatan keuangan,5
Wah wah adapa ini?? Kode reff nomor rokok. Dry,4
aplikasi bagus sekali. 👍,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Sangat membantu,5
Bagus..mudah dipakai,5
"keren, bermanfaat",5
Sangat membantu,5
terbantu penghitungan,5
apk gacor gila,5
sgt rekomended,5
mantep slebew slibaw thengkyu bisa melek pemasukan pengeluaran 👉👈,5
gak ngerti gmn caranya,3
Rekomen untun menej keuangan,5
Sangat bermanfaat,5
Jadi tau kemana lari uang gajian tiap hari,5
Sangat membantu,5
Sejauh ini mudah.,5
Terbaik dn gratis,5
membantu mencatat kebutuan harian,5
Ditambahkan dong pencatat hutang piutangnya,5
Sangat berguna,5
keren banget sumpah,5
sangat membantu catat keuangan saya,5
Mudah di pahami,4
Aplikasi yg membantu gw bgt,4
Sangat tercatat,5
iklan hilangkan,3
Baguslah pokoknya,4
4 bintang dlu ya,4
bagusss apk nyaa,5
Sip sangat bermanfaat,5
Sangat membantu👍👍👍👍,5
sangat membantu sekali,5
Bagus membantu,5
Mudah dipahami,5
sangat membantu sekali,5
bagus sangat membantu,5
Bangus bnget buat management keuangan👍👍,5
Terbaik terima kasih🙏,5
Membantu bgt. Goodjob,5
mantap bikin rapi,5
Biarkan bintang berbicara,5
"bagus, itu aja.",4
Sangat membantu,5
Cukup berguna...,5
Sangat berguna,5
Mantap tenan ini aplikasi,5
Sangat membantu,5
sangat membantu sekali,5
ngebatu bgt nulis nulis pengeluaran,5
viewnya dprbnyak opsi untk wlpper,4
mantap apk nya,5
Membantu banget,5
sangat membantu sekali,5
sangat membantu sekali,5
memudahkan dalam membuat laporan keuangan,5
sangat membantu finansial,5
BUAT YG GAPTEK PUN BISA,5
lengkap sesuai kebutuhab,5
mantap lebih tepantau keuangan saya,5
Membantu sekali,5
aplikasi bagus banget,5
Baguss ngebantu bgt,5
mantap buat catat pengeluaran,5
mudah dan aman,5
MANTAP NIH APP. BURUAN DOWNLOAD DAH,5
Kalau yg premium perbedaanya apa ya?,5
bagus.. memudahkan pencatatan hari hari,5
sangat berguna sekaliii,5
keren sih ini.,5
Terima kasih SDH membantu dlm management finansial saya,5
membantu dlm mencatat pemasukan dn oengeluaran,5
Sangat membatu sekali,5
Mudah pemakaiannya,5
Oke saya baru memulai terimakasih,5
sejauh ini sangat membantu,5
Aplikasinya bagus,5
Top sekali ini aplikasi,5
Okeeee bagus bnget,5
aplikasinya sangat berguna,5
Mantep si. Ringan. Simpel,5
Ngga punya uangnya juga,5
Gampang digunakan,5
Wah keren bgt,5
Nyaman di pakai,5
Aplikasi yang bagus,5
Good sih saat ini,4
"mantaabb,, jarang2 ngasih review gini ke apps",5
bagus buat sehari hari,5
"Mantappp,, pertahankan..",5
Aku pake aplikasi ini dari 2023,5
Aplikasi yang dicari²,5
sangat bermanfaat,5
keren aplikasinya,5
bermanfaat bgt terimakasih,5
Nyaman digunakan,4
Emejing Sangad memvantu mencatad keuangand,5
Tambahin fitur utang piutang,4
biar bintang berbicara,5
Mantul aplikasi nya,5
Keren deh pokonya,5
bgus cba bsa singkron k bank akun,5
mudah digunakan 👍,5
Bagus saya suka,5
membantu sekali dalam mengelola keuangan pribadi,5
Ada untuk PC,4
mudah digunakan,4
sangat berguna.,5
Semoga tetap berkembang,5
mengingatkan kita tentang pentingnya mengelola keuangan,5
Apksi nya bagus,5
aplikasinya bagus,5
cukup membantu,5
cara menambahkan catatan hutang gimana??,4
Mudah d pahami,5
hapus iklan judi slot online lu,1
bagus.puas.mantap.,5
alat terpecaya dalam mengelola keuangan.,5
Bisa dibilang begitu,5
Mudah Dipakai,5
cukup membantu,5
mantap ga nyesel,5
Gk ada hutang piutangnya.,1
Mantap kali aplikasi ni,5
Mudah digunakan,5
bagus.gampang gunakanya,5
aplikasinya bagus,5
sangat2 membantu,5
Baru nyoba. Bagus. Pertahankan!,5
akhirnya saya bisa mengelola uang 5M saya,5
Mudah digunakan,5
Plsision Andrew Garfield dan resha dan reshya dan ibu hamil muda menurut syariat yang dihisap oleh Martali.,4
Mudah digunakan,5
Aplikasi yg mantap,5
cukup membantu,4
cukup membantu,5
SANGAT MEMBANTU TERIMAKASIH,5
sejauh ini bagus,5
Demikemudahan trima dana &trnfer,5
Terima kasih banyak,5
Bermanfaat sekali,5
sangat bermanfaat,5
Menyenangkan,5
Mudah digunakan,5
sangat bermanfaat,5
sangat bermanfaat,5
Belum digunakan,5
Sejauh ini mantab,5
Sangat membatu,5
Aplikasi yang membantu,5
Bagus sekali,5
Mudah penggunaan,5
aplikasinya bagus,5
Mudah digunakan,5
memudahkan pencatatan keuangan kami,5
Bagus sekali 👍,5
Wardi reward males maunya tidur pengamen tinggal di jakarta timur mpu tantular internet-gratis,5
Skripsi A+ bersama but Sri MulYani tahun 2020,5
Bagus sekali,5
sangat membantu saya me manage uang..,5
mantap aplikasi nya..,5
No comment. Bagus polll!!!,5
Menyenangkan,5
aplikasi yang bagus,5
sangat membantu..,5
Baaaggggggguusss Dan ku suka,5
ramah buat pemula.,5
mantap tanpa online,5
Sejauh ini aman,5
sangat membantu,4
mudah digunakan,5
sanggat bermanfaat,5
Bagus aplikasinya,5
mudah pengaplikasian,5
Sesuai kebutuhan saya,5
Ga bisa di download ya ?,1
sangat membantu,5
Mantap sekali,5
Apakah tersedia di PC?,5
Mantap Ni aplikasi,5
mantap sih ini,5
sangat membantu,5
sangat membantu,5
Sangat membatu saya,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
mantap...semoga berkah selalu amiin,5
sangat membantu,5
Sip.. apik bagus,4
membantu saya dalam me-manage uang,5
Aplikasi yg bagus,5
Mudah digunakan,5
bagus sekali,5
Bagus app nya,5
agak membantu,4
bagus sekali,5
Mudah digunakan,5
sangat berguna,5
sangat membantu,5
sangat membantu,5
data saya tiba-tiba hilang 😫😫😫,1
sangat membantu,5
Terbaik emang,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
Keren pokoknya wes,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu🌟,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
Mudah digunakan,5
KERENN BANGETT MANGEPPP TOP MARKOTOP,5
aplikasinya keren,5
sangat membantu,5
bagus sekali,5
membantu sangat,5
sangat membantu,5
Sampe sini bagus si,5
ada iklan kadang2,5
Bagus buat Cek,5
Bagus aplikasinya 👍,5
Bagus app nya,5
sangat bermanfaat,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
SIMPLE DAN KEREN,5
aplikasi suka mogok,1
SANAGT. BAGUSSSSS BGTTTT,5
aplikasi yg sgt membantu,5
sangat membantu,5
sangat membantu,5
mudah d gunakan,5
Ini yg saya cari,5
Aplikasi bermanfaat,5
Aplikasi bermanfaat,4
Baik bisa membatu,4
sangatt membantu,5
bagus saya suka,5
sangat bermanfaat,5
Bagus Sekali,5
Ribet cara y,2
Selalu berguna,3
Aplikasi bermanfaat,5
cobain dulu wak kambing,3
Terbaik dah,5
Masih d coba.,5
Baguss aplikasinya,5
Samngat membantu,5
aplikasi yang mantap,5
MASA CUMAN 7 HARI?!,1
Sgt membantu,5
sangat berguna,5
Gampang difahami,5
Rekomen sekali,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantuu,5
sangat membantu,5
sangat membantu,5
sangat membantu,4
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
kunfayakun. jadi nyata,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
bagus sekali,5
sangat membantuu,5
sangat membantu,5
Berjualan batagor,1
"saya akan coba lagi,,,",4
mantap terima kasih,5
semoga selalu baik,5
Mantap aplikasinya,5
semoga membatu dan d acc,5
coba dulu ya..,4
Aplikasi terbaik,5
sangat membatu,5
Baik sekali,5
Mantapp no debat,5
Suka pokoknya,5
membantu sekali,5
Bagus appnya,5
super sekali,5
Memudahkan,5
SEMUA CTY BBST BUKA 1X30,1
Bbagus aplikasinya,5
berguna bgt,5
Uhuru di rumah dan,3
Good Dah pokoknya,5
enakk buat dipakek,5
Kelola uang mu,5
Saya perna mengabdi di Kemenag kantor,1
mudah sekali,5
Keren bet lah,5
Semoga terealisasi,5
mantaaap jiwa,5
membantu sekali,5
aplikasi josjis mantap,5
jos nemen lah,5
Diposkan ke bank bjb,5
bgus mudh dipahami,5
sangan memuasakan,5
Aplikasi yang hebat. Dan bermanfaat sekali untuk atur keuangan 👍👍,5
suka banget aplikasi nya simple dipakai dan di baca dan semua yang aku butuhkan ada disini dan bagusnya lagi ini aplikasi gratis dgn fitur yg sangat membantu. terbaik lah,5
mantap,5
great,5
bermanfaat,5
helpfull,5
keren,5
"I want to give a suggestion, can this 1 application be managed by 2 people on 2 cellphones together to manage finances, or provide the option to manage finances with family",5
"overall so good, gampang dan bagus",5
baguss,4
bagus,5
bagus,5
mantap,5
Best,5
keren,5
keren,5
bagus,5
ok mantab,5
sangat puas,5
Tampilan nyaman & easy to use,5
Mantap,5
mantap,5
keren banget,5
mantap,5
mantaaapppp,5
keren,5
cukup bagus,5
aplikasi bagus,4
mantabbb,5
bagus,5
niceee,5
bagus,5
keren,5
👍👍,5
membantu,5
good,5
"sangat membantuuu, josss gandoss",5
use it since 2024,5
membantu 👍,5
mantap,5
top,5
bagus,5
ntap,5
bagus,5
Overall bagus,5
lumayan lah,5
"yipi! thanks man, you help me analyze my income and outcome everytime, and realize thst my piggy bank sometimes get stealed 1/2 rb..",5
🧾💰👍,5
bagus,5
ok,5
terbaik.,5
oke sih,5
keren banget,5
bermanfaat,5
keren,5
mengandung iklan,1
mantap,5
okee,5
bgus banget,5
Apk bagus,5
luar biasa,5
menikmati...😁👍,4
this app is good ngl,5
bagus,5
👍,5
One of the best applications in the Play Store,5
bagus,5
bagus,5
👍,4
ckup baiiik,4
very good apps,5
mantappp,5
bagus,5
Bagus,5
bagus sederhana,5
sangat bagus,5
it's so great to use,5
baguss,4
Mantap👍🏻,5
so far so good,5
mantap,5
terbaik,5
kerennnnn,5
aplikasi bagus,5
josjis banget,5
sementara OK,5
The App is so good and help me alot to manage my Cash in and out. Keep it up!,5
bagus,4
oke,4
bagus,5
keren,5
seru,5
mantap,5
bagus,5
Bagusss👍🏻👍🏻👍🏻,5
"ok ,mantap",5
terbaik,5
good,5
mantap,5
bagus bgttttttt,5
good apps,5
ok,4
keren,5
Nice ! Goood ! ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐️⭐️⭐️⭐️,5
baik..,5
oke,4
bagus,4
mantap,4
mantap,5
tap,5
ok,5
mantaaappp....,5
sangat rekomendasi,5
bagus banget,5
jos jis,5
bagus,5
sangat bagus,5
kurang interactive,5
Bagus,5
bagus,5
nice,5
mantap,5
Mantap 👍,5
bagus,5
mudah,5
good,5
keren,5
very good and underated app !,5
"bagus, simpel",5
bagus,5
keren,5
bagus,5
Bagus,5
bagus,5
love this app,5
Best.,5
I have been using this app since 2017. Buy it. You just pay it once and use it forever without ads for a very small price and always get the updates for free.,5
mudah,5
mantab,5
ok,5
ntap,5
ngebantu banget,5
bagusss bangettt,5
pokok e joss jiss,5
aplikasi jos jis,5
bagus,5
mantp gaess,5
cukup efisien,4
mantap,5
bagus simple,5
Sangat bagus!,5
"simple , fleksibel",5
bagus,5
simpel,5
baik,5
bagus,5
top,5
mantap,5
good,5
mantap,5
bagus,5
best 👍,5
Bagus 👍,5
bagus banget,5
mantaplah pokonamah,5
Ngebantu banget,5
good sih,5
👍,5
mantap,5
great,5
bagus,5
power full,5
helpful,5
this app is great!,5
bagua,5
mantap,5
Baik,5
baik,5
mantap,5
good,5
keren,5
sangat detail,5
Mantap wkwkw,5
mantap,5
bagus,5
Nice,5
simple,5
Mantab,5
nice,5
i love it,5
naiss bgttt,4
yes yes,5
"Bagus banget apk nya, the best money management",3
"aplikasi ini sangat membantu, terimakasih banyak 😁🙏🏻",5
membantu sekali dalam mengatur pengeluaran dan pemasukan. cuma kok yg bulan lalunya suka hilang sendiri ya?,5
Oke,4
coba dulu,4
mantap 🔥🔥🔥,5
niceee,5
mantap,5
mantap,5
mantap,5
rekomen,5
mantap,5
mantap,5
Bagus,5
bagus,5
mantappp,5
nais,5
the best pokonya,5
sgt bagus,5
gokil si,5
ok lh,5
aku sukaaa,5
very helpful,5
mantap lah,5
matap,5
bagus,5
mantap,5
gud,5
"very good design and simple, i like it👍",5
mudah dalam input maupun output data,5
please add more currency like crypto and XAU.,5
oke,5
okee,5
mudah,5
bgus,5
every open the app usually force close,1
MEMBANTU BGTTT,5
baguuss,4
simpel..,5
aplikasi bagus,5
nice app,5
mantap wak,5
👍,5
Best Apps for money management! I already use the apps for years! The features accomodate all my needs. It also can be online but I might say its semi-online because need to connect to the same network (which need to tathering & difficult if use public wifi). It would be perfect if the apps can integrate between devices especially when input transaction or view current update of the data (real time). Also would be amazing if its supported online PC entry mode without same network issue. Thanks!!,5
sangat terbantu👍,5
bagus,5
mantap,5
Mantapp!!👍,5
simple,5
that's good AF bro holy sheeesh..,5
"easy to use, ringan, simple",5
excellent app👍🏿,5
bagus ok,4
baik,5
lumayan,5
mantep,5
bagus,5
keren lah,5
Simple Use,5
"simple UI, easy to use. just need consistency",5
"mantap sejauh ini ini yang paling oke, udah nyobain puluhan ini yang paling easy to use",5
good,5
mantap,5
mantap,5
good,5
mantap,5
Mantap bossku,5
Mantab zekali,5
Sangag Membantu,5
sangat bagus,5
Great. Can you make it possible to make this app can be installed twice? or make another version fo Family budget/expense app. There's no app this complete like this.,5
Bagus,3
Keren,5
Nice,5
terimakasih,5
Good,5
mantap,5
baik,5
sangat baik..,4
bagus,5
Nice,5
"usefull for cashflow record, will be better if there is function for planning so can compare the status of plan vs actual budgeting",5
"Apk nya simpel ga aneh"" jadi mudah dipahami,",5
Sangat fungsional dan praktis. It's undoubtedly useful.,5
Sangat membantu dalam hal mengelola keuangan.,5
Mantap Djiwaa !!!,5
Good aplication👍👍,5
Detail,5
perfect,5
Good,5
Nice,5
nice,5
Mantul,5
awesome👌,5
Simple & membantu,5
good app,5
👍👍👍👍👍,5
Paling bagus dari beberapa apk yg pernah saya pakai,5
Www update com,5
Mantap,5
Simpel,5
App berguna,5
Good,5
Easy to use,5
Dengan aplikasi ini saya dapat meminimalisir pengeluaran yang tidak perlu sehingga tabungan saya meningkat ✓✓,5
Apakah bisa di buat sharing agar bisa di edit oleh lebih dari satu orang?,5
"simple, easy to use",5
bagus,5
oke,5
Bagus,5
Terbaik,5
Bagus,5
Mudah mengaplikasikannya,5
Ok,4
Good,5
The best,5
Sangat terbantu,5
rekomen seriusss,5
Bagus banget,5
Mantap aplikasinya... Praktis dalam pemakaian untuk mengelola keuangan,5
bermanfaat,5
Keren,5
Rekomended,5
Terimakasih,5
asik,5
bagus.,5
Bagus bangetttt,5
keren banget,5
Mantap beuutt,5
👍👍👍👍👍👍👍👍👍,5
Simpel,4
Mantap,5
Ok,5
Bagus,5
Simple and work,5
"Really helpful, and free. I gave the developer my sincere thanks for making this app",5
"Bagus, mudah",4
Easy to use and controll money management,5
Bagus,5
Keren,5
Ntaps,5
Mantaap,5
Good,5
Bagus,5
mantap lah,5
So far so good,4
Bagus detail,5
Bagus banget,5
Keren inih,5
helpfull parahhh,5
"Sangat membantu saya dalam pencatatan dan perencanaan keuangan serta paling jelas dan recommended yang pernah saya coba. Tp mungkin ini saya kurang tau karena basic saya bukan orang keuangan dan apabila boleh dijelaskan, knp total transaksi dan total aset ada perbedaan jumlah? Terimakasih 🙏✨",5
Aselii bantu banget buat laporan keuqngan pribadi harian.... sungkeum sama yang bikin... 👍👍👍😌,5
Bagus lengkap,4
Terbaik!!,5
Rekomendasi,5
Baguss,5
Bagus,5
Good,5
Very Well,5
Experiencenya oke,5
"Mantap catatan digital sangat membantu buat monitoring, keuangan harian biar gak bertanya-tqnyq lagi uang kemana gada diem nya di dompet,",5
"Bagus, lumayan membantu menghitung pengeluaran bensin, dll selama jadi kurir, thx 🙏",5
Sangat membantu saya dalam mengelola keuangan bisnis dan non bisnis saya,5
Terima-Kasih...,5
Membantu,5
Gacor kang,5
"Bagus,gampang",5
Bagus,5
Keren,5
Good,5
Bagus,5
Terbaik,5
Bagus,5
Keren,5
Good 👍,5
Sangat Mantab,5
Mantap gan,5
"This application is very useful for managing daily finances so that you can save money and make the economy better and more orderly. Use it for yourself, God willing, it will be profitable.",5
Aplikasi yg gampang banget buat digunain..no ribet. Rinci..bisa nyimpen foto struk,5
Lebih mudah penggunaannya n good job RP,5
Cukup fungsional,4
Keren,5
Simpel,5
Good,5
Very gud,5
👍,5
mmbantu,5
"Bagus, hanya belum terbiasa aja untuk mencatat keuangan",5
Good,4
Hade lah sakitu mah,5
Keren. Bagus,5
Keren!!!,5
Sempurna,5
Terbaik,5
nice,5
Keren,5
mantap,5
membantu,5
nice app,5
simpel jospar,5
Sangat bermanfaat,5
Sangat mmbantu,5
Mantap...,5
Bagus,5
Josss,5
Mantap,5
Mantap,5
bsgus skali app nya.yerimakasih sudah membuat aplikasi sabagus ini❤️❤️❤️,5
Keren bangt. Sangat membantu,5
Bagus,4
Sangat membantu,5
Very useful,5
operal bagus,4
"Baru mulai pake lagi, doain yaa smoga bida konsisten catat keuangan di apk ini . REKOMENDE BANGET APLIKASINYAA!",5
Sangat baik,3
Very helpfull ;),5
mantab,5
Mantapp,5
Ok,5
Mantap,5
Manteup,5
"bagus,",5
D best si...membantu me manage keuangan,5
Terbantu...Keren,5
Good job😍,5
Sangat bagus.,5
GG Very helpful,5
Bagus,5
Bagus,5
ok,5
Keren,5
mantul,5
Canggih,5
"Bagus banget dan sangat membantu kak, mungkin sekedar saran dalam pengembangan nanti bisa ada penambahan fitur pencatat transaksi hutang bakal lebih bagus lagi aplikasinya. Semoga terus berkembang ya kak developer : ) Terimakasih banyak...",5
"Hello, I can't setup the budget. How do I do it? I can't find tabs ""Total"" on transaction tabs.",5
This application is very helpful in managing my personal finances.,5
Bagus..simple,4
Bagus,3
banyak iklan,1
Easy to use and helpfull,5
Good,5
Bermanfaat,5
Bagus,5
Nice,5
Good,5
Mantap,5
"Mantap,",5
Sedikit iklan,5
Sangat baik,5
Sangat mudah,5
"Gue hampir setahun makek dan aplikasi ini tu palugada bgt buat gue, dari sekian banyak aplikasi yg saya coba baru ini sii yang thebest, pertahankan ya guys 🥰",5
"bagus fitur oke, tampilan sederhana tapi fungsi lengkap, apalagi ada fitur untuk atur anggaran itu bermanfaat sekali, bisa upload kwitansi dan gratis, tidak seperti aplikasi² lain yg sejenisnya, harus berbayar, ini gratis full fitur, karena ini tidak berbayar maka ada iklannya dan itupun tidak mengganggu, support aplikasi² seperti ini,",5
Aplikasi yang sangat bagus.. dan membuat berhenti main judi online.. karena sangat membuat kita bisa berpikir kalau neraca keuangan akan aman tanpa judi online,5
aplikasi ini sangat berguna untuk mencatat cash flow kita sehari hari dan mempermudah diri kita untuk mengelola keuangan,5
👍🏼👍🏼😍😍🥰🥰,4
Speechles bagus no comment pertahankan,5
ada iklan,2
Simple,5
Ok,5
Keren,5
Good,5
Bagus,5
Mantap,5
Udah bagus,5
Sangat bagus,5
Aplikasi sempurna,5
"Download aplikasi ini, krn melihat ulasan²nya yg memuaskan dan kebetulan banget baru menghapus aplikasi sejenis ini yg menurutku tdk nyaman. Dan ternyata, Alhamdulillah emang bener aplikasinya sebagus itu, iklannya gak mengganggu bgt. Bahkan ini sampe aku gunakan buat mengelola keuangan yayasan yang baru ku bikin. Makasih yaaaa.... teruslah berkembang dan makin berjaya.",5
"Saya catat pengeluaran di aset tunai dan tabungan, di bagian transaksi. Selanjutnya saya cek di bagian aset, pengeluaran tersebut masuk ke liabilitas. Kenapa ada di liabilitas, bukankah liabilitas itu utang? Sedangkan saya bukan mencatat utang.",5
"Suka bangettt tampilannya yang sangat nyaman, terus fiturnya lengkap dan sangat membantu managemen keuangan saya sekali",5
"apk nya smooth, mudah difahami cuma belum tersedia label anggaran.",5
Tapi saya belumpernah menggunakannya belumtau caranya.,4
Mohon petunjuk karena saya masih awam dengan aplikasi secanggih ini n Terima kasih,5
"Aplikasi nya bagus, fiturnya lengkap dan mudah di gunakan , ga pusing buat catat hasil pengeluaran ataupun pemasukan..,, sangat2 recommend buat kalian yg mau kontrol keuangan...👍🏻👍🏻👍🏻👍🏻🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",5
Saya harap apk nya terus gratis :) karena sangat membantu7,5
"Sangat berguna mengatur keuangan setiap hari, dengan antarmuka yang mudah",5
"Opti (crr),,,,, 🎼 btezerfi.",1
P0 L Ppx l l. I,4
Seorang yang terpercaya itu seorang alamin yang sangat baik hatinya,5
"simple but very helpful, nice!",5
Bagus,4
Banyak iklan,3
Bagus banget!,5
Ok. Mantap,5
Sponsor banyak,2
Keren,5
Bagus,5
nice,5
Ok,5
Recommended 🔥,5
Sangat Bagus,5
Fitur lengkap,5
Good apps,5
99 l,5
Mantap betul,5
Kerenn bgtttttt Asliii kerennnn,5
Membantu,5
Like it,5
"This app is awesome! But i hope for next update please update some features like family account ( 2 devices++ can access & sync same report & asset) and i hope this app can sync with bank, digital bank, ewallet, etc spesifically in Indonesia. Thank you so much",4
Saya biasanya tidak memberi rating pada aplikasi baik itu aplikasi nya bagus ataupun jelek tapi apk ini sangat rekomendasi buat yang mau ngatur keuangan saya udah satu tahun pake aplikasi ini terhitung dari bula Desember 2023 dan sampai saat ini saya masih menggunakan apk ini luar biasa. Saya pesan kepada developer nya kalo mau update jangan mengecewakan pengguna. Sebenarnya apk ini gk di update juga gk masalah dari tampilan UI UX sama user experience nya udah sangat bagus👍,5
Sampai skrg helpful.. 🫶,5
Mantap,4
bagus,4
Masih coba,4
Terima kasih 🙏🙏,5
Bagus,5
lengkap,5
bermanfaat,5
Mantap,5
Mantap,5
Membantu,5
Bagus,5
Bagus,5
bagus.,5
Mantaaaap...,5
very good,5
Never this easy,5
Ok mntp,5
Very good,5
"Easy to use, UI UX enak banget",5
Anggur PC 💋💖🍒🍹🍎,5
Dana perkonomian,4
Keren,5
Trbaik,5
Perfect,5
Baik,5
Jazakumullahu,5
nice,5
luar biasa,5
Sangat recommended,5
Engenering Service PERTAMINA Up l5 bppn Balikpapan muara Jawa PERTAMINA EP Handel pipe line MuTIARA MAHAKAM sanga sanga Oke,3
"Berharap ada fitur pencatatan mingguannya. Biar tahu, tiap minggu ngabisin duit berapa. Jd di akhir bulan bisa jelas perbedaan pengeluarannya, dan biar bisa lebih hemat ke diri sendiri",5
v Vvvvvv vvv v vv ini v v v v vv vvvvvvvvvvvv,1
Good App. Terima kasih,5
"Nice, i like 💕",5
Bermanfaat,4
Good job always update,5
Oke lah,4
"Sukaaa, praktis",5
. .. M,3
Bagus,5
Mantap,5
Mantap,5
Good,5
Mantap,5
Oke,5
indonesiaku,5
Bagus,5
Mantap,5
Membantu,5
Bagus,5
Good,5
. .,4
Baguss 🥰,5
Sangat Bermanfaat,5
Buagus bangettt,5
Keren banget,5
Keren banget,5
Very good,5
MANTAB MAANNN,5
Bagus baget,5
Apk bagus,5
Sangat bagus,5
Bagus banget,5
to be agood 👍🏻👍🏻👍🏻👍🏻👍🏻,5
👍,5
👍👍👍👍👍👍,5
👍👍👍,5
Sangat recomd buat manage kuangan kalean,5
Verry good. .tank.s,5
See,3
Best Application..,5
Mantap,5
Lumayan Bagus,5
. .7i,5
"I use Rupiah as my default currency but English as default language of this app. But, there's no such option for me to change comma (,) separator to fullstop (.) in its nominal. I already use another money manager app for 4 years and want to import to this ones—and pay full version of this, but it's really hard because I should synchronize it first through Excel. Well I hope someday there's smart option of this app for importing data from another app.",3
"it's very nice, after I downloaded this app am very very can handle my money",5
Good apps so far,4
"No ads, Best App for management money and good fiture",5
Good enough to use,4
Easy to use,4
The best,5
The best,5
Bagussssss,5
Ok,5
Useful,5
Easy to use,5
Sanagt bagusssssss,5
COOL AMAZING,5
Beriklan tapi not bad,4
"to powerfull, thankssss ⭐⭐⭐⭐⭐",5
Lengkap,5
App bagus,5
Great app!,5
Bagus,5
"It would be nice if the icons hs more colours....Hi i have recomend friend and get 2 points which is i use to redeem the feature. After i change my phone, its missing thr premium features. I did login with the same gmail account on the playstore",4
A very helpful app! Im more than happy using it!,5
well done,4
Ok,5
Ok mantappp,5
So easy to use,5
Sukaaaa,5
Mantab,5
"Try premium for first time, there is no information how long the premium is, hopefully it last for one year. Also trying for the PC manager feature, but there is no copy paste button, so I typed the url manually.",3
Luvvvv❤️,5
Nice,5
This app is legit! I use it a lot. You should download it as well. Thank you!,5
Keren si. Simpel .,5
oke laah,4
mantapp,5
Ter the best,5
Bagusss,5
Mantab,5
Ok,5
Good apps,4
Bagus,5
WORTHY,5
"Mudah digunakan, interface simple,",5
Good,5
Great,5
👍🏻👍🏻👍🏻,5
"Please add feature divide personal and business stuff, and maximize the widget. Thank you",5
Okee,4
Good! Lengkap,5
The best,5
Bagus banget,5
Good apss,5
"Cant import data from android to ios, please fix it",1
BEST MONEY MANAGER EVER!!! 🔥🔥🔥,5
Mantab,5
"I found this app amazing!! Super helpful and easy to use, love it 🥰",5
👍,5
"Interface sederhana, easy to use, tapi lengkap 👍",5
Good 👍,4
👌,5
😊,5
Mantap,5
Mantappp,5
"When we type a keyword in search box, the result not display the category, it only search for ""Notes"" only. I hope it can also search the category by type in search box. I think it will by practice without manual expand the category.",4
terbaik,5
Puas,5
Good apps and easy to use,5
Really easy to control,5
"There are still features that need to be improved, such as Uploading directly from Camera error, and it's best not to enter a password when uploading images. The export results are also too many coulmbs, so you have to delete some columns when you want to recap data. and the expoei results in Excel between expenses and income should be separated by Colombs",4
Sometimes when edit detail it wont saves the changes... please fix this issue thanks,4
"It's a really great app. Please, tambahkan fungsi singkron all device. Jadi bisa dibuka di Android maupun ios. Thank you.",5
"Amazing money manager app. Keep up the good work, team.",5
This App is very helpful to manage my financial. Easy to use,5
Please add fitures auto add task like transaction repeat,5
It's actually really good,5
An amazing app. Thank u so much,5
Mulai bagus,3
Coba dulu,4
Mudah²an cocok,5
Rekomendeeeeddd 🔥🔥🔥,5
Cakep,5
Membantu,5
Nicee,5
Keren,5
Simpel,5
Bagus,5
Nice app,5
Very good,5
Recommended banget,5
usefull app,5
Apk keren,5
Easy to apply,5
"A really good apps, I have been using it for more thsn 6 months and it helps me tremendously",5
Recommended👍👍👍👍👍,5
Best of the best,5
Mantap.Simpel.,5
Very much good...much much excellent...five star...me like..,5
Amazing app for recording daily cashflow,5
User Experience manteb,5
Lumayan,5
Bagus,5
Top,5
Nice,5
Bagus,5
",👍👍👍👍",5
The best application,5
Good ...............................,5
Membantu bgt.. Praktis. Five Star for Money Manager,5
Still be the most suitable app for me,5
Mantap,5
Bagus banget,5
Sangat bagus,5
Great app. I love it,5
Simpel,5
"very helpful app. it would be the best if we allowed to create multiple line. like say, I spend 100 on cash. 50 for entertainment, 20 for food, 30 for drinks.",5
It's easy to use. Simple and fulfill all my needs.,5
T O P,5
Mantap,5
Good,5
"good, easy to use",4
Daebak,5
Ok sippp,5
